./parameter_by_value 800000000 > /dev/null,39,30.4026,11.0607,53.9769,597.0200,260.7469
./parameter_by_value 800000000 > /dev/null,40,30.4026,11.0617,53.8753,595.9537,259.6480
./parameter_by_value 800000000 > /dev/null,41,30.4026,11.0561,55.3832,612.3223,276.1878
./parameter_by_value 800000000 > /dev/null,42,30.4026,11.0592,54.0649,597.9126,261.6852
./parameter_by_value 800000000 > /dev/null,43,30.4026,11.0581,53.7872,594.7853,258.5895
./parameter_by_value 800000000 > /dev/null,44,30.4026,11.7416,53.3406,626.3063,269.3297
./parameter_by_value 800000000 > /dev/null,45,30.4026,11.0594,53.9013,596.1149,259.8807
./parameter_by_value 800000000 > /dev/null,46,30.4026,11.0636,54.0170,597.6252,261.2613
./parameter_by_value 800000000 > /dev/null,47,30.4026,11.0637,53.9859,597.2869,260.9198
./parameter_by_value 800000000 > /dev/null,48,30.4026,11.2762,53.9509,608.3596,265.5345
./parameter_by_value 800000000 > /dev/null,49,30.4026,11.0610,53.1772,588.1901,251.9079
./parameter_by_value 800000000 > /dev/null,stats,257.4827,240.1689,297.2658,112.2042
./redundant_call 40000000 > /dev/null,0,30.4174,8.5411,51.9850,444.0081,184.2109
./redundant_call 40000000 > /dev/null,1,30.4174,8.5570,53.1764,455.0300,194.7490
./redundant_call 40000000 > /dev/null,2,30.4174,8.5567,51.9658,444.6579,184.3847
./redundant_call 40000000 > /dev/null,3,30.4174,8.5236,52.9607,451.4175,192.1511
./redundant_call 40000000 > /dev/null,4,30.4174,8.5536,52.0069,444.8452,184.6680
./redundant_call 40000000 > /dev/null,5,30.4174,9.0989,52.2715,475.6109,198.8477
./redundant_call 40000000 > /dev/null,6,30.4174,9.1009,51.1708,465.7014,188.8757
./redundant_call 40000000 > /dev/null,7,30.4174,9.1092,51.5875,469.9206,192.8429
./redundant_call 40000000 > /dev/null,8,30.4174,8.5317,51.8418,442.2965,182.7860
./redundant_call 40000000 > /dev/null,9,30.4174,8.5289,52.9431,451.5487,192.1207
./redundant_call 40000000 > /dev/null,10,30.4174,8.5337,51.9131,443.0095,183.4377
./redundant_call 40000000 > /dev/null,11,30.4174,8.9965,52.9173,476.0701,202.4207
./redundant_call 40000000 > /dev/null,12,30.4174,8.5292,52.8651,450.8948,191.4604
./redundant_call 40000000 > /dev/null,13,30.4174,8.9894,52.0482,467.8832,194.4486
./redundant_call 40000000 > /dev/null,14,30.4174,8.5256,52.0776,443.9914,184.6660
./redundant_call 40000000 > /dev/null,15,30.4174,8.9876,52.7452,474.0548,200.6744
./redundant_call 40000000 > /dev/null,16,30.4174,8.5281,54.1721,461.9871,202.5836
./redundant_call 40000000 > /dev/null,17,30.4174,8.5631,52.2716,447.6056,187.1397
./redundant_call 40000000 > /dev/null,18,30.4174,9.0036,51.7944,466.3337,192.4695
./redundant_call 40000000 > /dev/null,19,30.4174,8.5384,51.7716,442.0465,182.3309
./redundant_call 40000000 > /dev/null,20,30.4174,8.9925,52.4248,471.4303,197.9019
./redundant_call 40000000 > /dev/null,21,30.4174,9.0024,52.5292,472.8916,199.0610
./redundant_call 40000000 > /dev/null,22,30.4174,8.5321,52.3866,446.9671,187.4436
./redundant_call 40000000 > /dev/null,23,30.4174,8.5277,51.2775,437.2789,177.8889
./redundant_call 40000000 > /dev/null,24,30.4174,9.1173,53.4574,487.3891,210.0640
./redundant_call 40000000 > /dev/null,25,30.4174,8.9900,53.6479,482.2949,208.8426
./redundant_call 40000000 > /dev/null,26,30.4174,8.5310,53.0882,452.8961,193.4054
./redundant_call 40000000 > /dev/null,27,30.4174,8.5367,51.5240,439.8442,180.1810
./redundant_call 40000000 > /dev/null,28,30.4174,8.5684,52.9333,453.5548,192.9261
./redundant_call 40000000 > /dev/null,29,30.4174,8.5308,51.8253,442.1123,182.6274
./redundant_call 40000000 > /dev/null,30,30.4174,8.5338,52.8158,450.7218,191.1450
